sample_id	bed_lines	ref_lines	rs_lines	rs_bytes	rs_wall_s	rs_peak_rss_kb
s0558	928349	1022229	928349	341313097	119.1	482548
s0559	76744	77040	76744	27558636	25.41	150948
s0560	107651	108250	107651	38737219	30.42	162248
s0561	118786	116180	118786	42687068	21.54	159764
s0562	73302	73572	73302	26285181	12.42	130524
s0563	91006	91390	91006	32685068	27.06	153248
s0564	104185	104740	104185	37472870	17.82	158736
s0565	106320	106901	106320	38231257	21.72	154152
s0566	93898	94321	93898	33725562	21.55	148568
s0567	103686	104334	103686	37267707	28.82	156928
s0568	182691	183890	182691	65673462	29.67	200948
s0569	163518	164656	163518	58858785	63.54	179920
s0570	631501	672752	631501	231537169	95.0	411700
s0571	586269	623829	586269	214905708	115.42	316488
s0572	1291733	1474227	1291733	474844949	162.23	588808
s0573	1465351	1660116	1465351	540660044	222.98	763116
s0574	672091	718054	672091	246580976	107.05	357540
s0575	659036	705183	659036	241709549	78.81	364736
s0576	569660	605606	569660	208866280	81.44	368568
s0577	1244085	1400366	1244085	458522777	188.38	693864
s0578	1284948	1455804	1284948	472236972	166.64	602572
s0579	1189329	1330705	1189329	436453181	94.19	598868
s0580	1606361	1845185	1606361	591080116	198.4	714288
s0581	1326794	1490353	1326794	489088479	216.63	663148
s0582	1193536	1351885	1193536	438301832	141.17	624868
s0583	1432573	1626940	1432573	526628346	160.84	667652
s0584	1553778	1774298	1553778	571636194	185.08	651528
s0585	1314565	1506517	1314565	483438323	150.63	566316
s0586	1713157	1999837	1713157	631300964	217.16	832336
s0587	574078	614571	574078	210503240	64.42	326140
s0588	1434512	1651354	1434512	527819261	187.27	713396
s0589	815422	931562	815422	299205740	124.65	455064
s0590	463437	486768	463437	169472441	73.99	343720
s0591	1498908	1751035	1498908	552271209	196.51	716080
s0592	596386	636563	596386	218753767	113.69	401404
s0593	1362048	1560227	1362048	500720675	153.49	596696
s0594	1130045	1257762	1130045	415985558	355.08	559072
s0595	1697368	1897347	1697368	625167069	543.96	839568
s0596	1384617	1566539	1384617	508709379	108.98	603380
s0597	1310924	1462590	1310924	481183064	136.43	658908
s0598	1219882	1360500	1219882	447731934	161.73	660000
s0599	538290	575955	538290	197287952	119.53	353112
s0600	462692	490878	462692	169447318	72.17	332244
s0601	1571639	1830841	1571639	579108734	223.15	787712
s0602	523935	554667	523935	192024672	85.87	394880
s0603	1377363	1566584	1377363	508373555	189.58	637888
s0604	655533	694002	655533	240293281	100.6	358100
s0605	1790718	2076303	1790718	659075509	229.18	923660
s0606	1009060	1115987	1009060	371045231	134.27	546396
s0607	1268677	1418754	1268677	465224944	130.09	601748
s0608	1676007	1740354	1676007	616342573	161.34	818424
s0609	901071	996710	901071	331149246	81.3	495716
s0610	1308158	1476883	1308158	482247804	165.99	678012
s0611	1514800	1747549	1514800	556916431	147.92	724676
s0612	523534	564621	523534	192131566	97.83	390512
s0613	513734	546067	513734	188133467	86.11	323648
s0614	513785	544494	513785	188214213	76.26	349828
s0615	1541367	1653027	1541367	566610337	160.28	762852
s0616	1904727	2222195	1904727	701348643	201.56	904128
s0617	1731750	1984917	1731750	636658142	169.85	760932
s0618	2104857	2453894	2104857	775406139	256.13	972508
s0619	571074	611649	571074	209519956	77.14	382024
s0620	1595038	1826633	1595038	586103319	106.67	764872
s0621	1716782	2027759	1716782	632506948	214.94	741456
s0622	1171984	1337795	1171984	430230215	123.52	531544
s0623	632728	679623	632728	232255347	96.36	368788
s0624	1506768	1721134	1506768	553681554	136.69	671244
s0625	1786132	2066275	1786132	657229484	203.36	681756
s0626	1790671	2087575	1790671	659206123	291.92	759668
s0627	2003462	2331656	2003462	737620320	521.47	863648
s0628	513483	546250	513483	188253453	79.52	367732
s0629	49300	49841	49300	17765541	15.9	139816
s0630	1847049	2141871	1847049	680015180	208.96	856216
s0631	454280	478777	454280	166386652	72.88	310088
s0632	673205	719435	673205	247130297	114.69	397792
s0633	1863606	2130544	1863606	685272280	182.38	827436
s0634	660087	698994	660087	242039353	70.91	429128
s0635	1551494	1768016	1551494	570130481	96.21	703592
s0636	1183821	1379256	1183821	435200279	170.89	594848
s0637	726457	776989	726457	266742299	106.41	394192
s0638	1825605	2110814	1825605	672064264	199.42	879340
s0639	1682860	1955333	1682860	619581495	260.18	869012
s0640	663639	708744	663639	243668069	118.57	400160
s0641	49944	49018	49944	18000266	15.03	124248
s0642	64793	66056	64793	23396539	19.51	120160
s0643	1210666	1344420	1210666	446003803	184.99	552552
s0644	616679	662420	616679	226409038	58.09	389832
s0645	947829	1048476	947829	348822764	148.66	504940
s0646	859015	939665	859015	315729328	111.37	502416
s0647	491485	524713	491485	180355151	99.41	327784
s0648	895416	995859	895416	329741457	347.86	523104
s0649	627868	671866	627868	230401507	101.44	426728
s0650	473817	520555	473817	174358008	61.72	357264
s0651	548822	586570	548822	201278051	86.63	362120
s0652	625529	667930	625529	229301456	101.65	381872
s0653	1071710	1192250	1071710	394641503	167.68	578820
s0654	818325	908178	818325	301094675	120.79	483812
s0655	911033	1011472	911033	335391551	140.42	450804
s0656	533987	592055	533987	196249762	96.58	339072
s0657	612753	657745	612753	225111609	100.83	374768
s0658	617810	665563	617810	226971327	71.97	375584
s0659	896326	960429	896326	327906943	89.36	448596
s0660	714023	766171	714023	262268362	135.22	382840
s0661	1391832	1557994	1391832	513110831	210.51	750708
s0662	1048904	1154602	1048904	385971132	149.93	499272
s0663	753161	825610	753161	276671888	129.32	431556
s0664	1051068	1160553	1051068	386738750	156.63	609148
s0665	1224132	1384935	1224132	451160525	161.98	571700
s0666	1229084	1305602	1229084	452838771	196.47	576784
s0667	621400	659150	621400	227669135	82.21	333624
s0668	988097	1087698	988097	363526980	153.45	468836
s0669	1742718	2011501	1742718	644279430	171.23	746844
s0670	1564329	1783422	1564329	577568598	525.62	725416
s0671	1311143	1489334	1311143	483596552	206.14	620308
s0672	1087156	1201780	1087156	399766252	115.9	581952
s0673	1573593	1764066	1573593	580204152	235.22	782424
s0674	1309447	1468990	1309447	482592786	161.23	565708
s0675	1387222	1553054	1387222	510727311	174.99	613556
s0676	550236	588672	550236	201785762	89.89	350456
s0677	629431	673599	629431	230795413	86.93	368644
s0678	606162	652651	606162	222511599	95.99	423016
s0679	1258511	1420485	1258511	463942232	166.59	725452
s0680	1384879	1567991	1384879	510710556	177.36	684640
s0681	97365	97863	97365	35002172	24.91	148556
s0682	162792	163958	162792	58535716	26.94	180576
s0683	105106	105607	105106	37777714	26.4	163340
s0684	113412	114005	113412	40809842	26.28	169592
s0685	128521	129227	128521	46248280	25.11	164100
s0686	163492	164717	163492	58865757	16.99	188972
s0687	1013285	1125624	1013285	372657196	79.51	502480
s0688	757297	817386	757297	277906366	110.18	432124
s0689	571274	607975	571274	209472605	87.88	404540
s0690	593184	636896	593184	217673329	88.25	336352
s0691	1704147	1981129	1704147	627694744	192.08	749356
s0692	837650	906981	837650	307664597	133.94	514444
s0693	625333	666765	625333	229212798	91.79	372416
s0694	1375696	1557886	1375696	507418706	184.95	624944
s0695	1135156	1271308	1135156	418456126	159.47	588604
s0696	586599	623517	586599	215061560	224.18	355820
s0697	422168	461235	422168	154930575	97.33	421684
s0698	716181	763652	716181	262738539	104.74	397356
s0699	713875	759913	713875	261904495	262.39	465360
s0700	765114	811484	765114	280127254	124.47	455704
s0701	567666	602683	567666	208111304	98.82	357696
s0702	629540	672645	629540	230709274	78.19	377792
s0703	644007	684115	644007	235698764	83.16	364356
s0704	864302	933033	864302	317361123	134.96	523428
s0705	679570	721864	679570	248698929	132.74	438484
s0706	770657	840681	770657	283089888	111.05	403332
s0707	278534	278381	278534	101708171	271.93	503648
s0708	223753	229805	223753	81581354	78.27	496768
s0709	240599	246693	240599	87794858	46.56	388500
s0710	239537	247637	239537	87470774	207.94	470732
s0711	291020	305106	291020	106644118	47.99	547904
s0712	285014	295978	285014	104271024	100.98	757748
s0713	243739	252850	243739	89022729	72.75	754444
s0714	307225	318437	307225	112423815	46.41	393460
s0715	234656	242451	234656	85648181	103.08	399796
s0716	167067	170636	167067	60925472	36.29	252244
s0717	237762	249107	237762	87055376	56.35	390616
s0718	365914	381388	365914	134029583	93.44	586284
s0719	327193	335594	327193	119491746	51.85	480124
s0720	304110	318479	304110	111456665	61.72	424848
s0721	229343	234880	229343	83700522	46.54	280684
s0722	218472	229775	218472	79980353	64.02	342256
s0723	250867	262701	250867	91859284	60.33	477408
s0724	371073	391152	371073	136228063	79.84	564832
s0725	280741	293356	280741	102812530	69.92	420960
s0726	243526	251975	243526	88967611	61.96	705068
s0727	178785	184169	178785	65207025	47.04	330568
s0728	248398	258333	248398	90819944	274.75	548516
s0729	285705	295949	285705	104495341	65.74	517988
s0730	134192	137362	134192	48883028	56.94	2408356
s0731	399903	423683	399903	146808947	86.46	651688
s0732	237760	248873	237760	87014481	49.06	520248
s0733	202326	208842	202326	73815881	45.68	308892
s0734	92752	94654	92752	33698326	40.88	1557608
s0735	301495	313896	301495	110293888	155.44	539760
s0736	295841	308064	295841	108269154	132.91	649500
s0737	284711	297827	284711	104293554	37.54	458876
s0738	251040	260499	251040	91757031	150.94	634116
s0739	369222	387013	369222	135367246	117.15	632524
s0740	320281	332187	320281	117179877	69.72	492356
s0741	244048	251330	244048	89153002	56.04	319376
s0742	356201	371388	356201	130525873	103.93	694028
s0743	486480	514141	486480	177999499	57.13	568740
s0744	208767	215372	208767	76199922	48.69	406128
s0745	546636	585252	546636	199790902	123.42	472716
s0746	266235	278152	266235	97454617	93.84	1007452
s0747	247046	255190	247046	90243690	76.18	396136
s0748	370723	391264	370723	135563708	67.78	494832
s0749	630466	667493	630466	230129533	109.88	535048
s0750	657236	707784	657236	240468261	46.14	448912
s0751	358480	377442	358480	131052123	66.84	702932
s0752	284942	299334	284942	104397928	85.72	375832
s0753	718648	788658	718648	263469643	99.62	495524
s0754	499906	531448	499906	182543893	87.46	778812
s0755	308262	322068	308262	113041461	83.37	480632
s0756	639459	613306	639459	233991665	110.18	453848
s0757	696186	746238	696186	254861957	70.27	455720
s0758	399807	419129	399807	146174041	64.79	575856
s0759	198545	203538	198545	72438167	40.86	292824
s0760	197376	202041	197376	71861184	46.11	346336
s0761	640073	698359	640073	234445951	76.99	548816
s0762	328319	344356	328319	119930822	102.51	531976
s0763	312769	326621	312769	114554763	58.87	543640
s0764	522530	555013	522530	190853399	71.1	465636
s0765	193324	198105	193324	70452904	50.78	294416
s0766	198851	202776	198851	72394654	37.96	469968
s0767	585740	637838	585740	214439411	98.3	391144
s0768	202796	209002	202796	73995757	63.82	419296
s0769	210036	219067	210036	76779537	73.36	750808
s0770	234720	242322	234720	85667757	84.49	461132
s0771	419535	443979	419535	153957844	81.49	376348
s0772	346242	360000	346242	126534262	61.07	368128
s0773	337483	348092	337483	123167061	88.51	810444
s0774	418293	436710	418293	153116083	74.84	343204
s0775	387959	403470	387959	141916402	59.7	408712
s0776	387716	405400	387716	141942181	61.25	413976
s0777	300655	312506	300655	109935893	68.43	385724
s0778	319001	328675	319001	116466935	50.34	321944
s0779	305327	319727	305327	111746937	53.12	376080
s0780	310914	323997	310914	113612879	64.71	459904
s0781	372877	385563	372877	136135197	61.01	374944
s0782	223883	232027	223883	81853748	54.41	284168
s0783	500090	530622	500090	182603856	138.65	476948
s0784	411509	430990	411509	150399863	66.31	515780
s0785	769287	843374	769287	281784655	62.27	761336
s0786	284269	295808	284269	103840862	114.74	459980
s0787	433613	455521	433613	158967698	75.49	385200
s0788	197080	203008	197080	71862104	41.88	315952
s0789	307912	317536	307912	112398414	49.8	337828
s0790	324926	339036	324926	118743957	50.74	311536
s0791	320140	328729	320140	116798835	48.55	341820
s0792	189314	186153	189314	68806042	69.21	312304
s0793	314171	328262	314171	114874403	53.38	339956
s0794	318017	332251	318017	116222491	53.64	563644
s0795	530159	561010	530159	194454325	115.69	877548
s0796	195842	201031	195842	71373709	28.04	348576
s0797	224953	230635	224953	81991490	41.81	252528
s0798	252821	261566	252821	92331431	76.07	738436
s0799	288322	301529	288322	105597109	90.74	570608
s0800	256144	266536	256144	93715872	72.87	598220
s0801	177907	182633	177907	64876346	45.08	431904
s0802	166263	171049	166263	60577026	36.05	255488
s0803	214731	220431	214731	78347596	51.48	326504
s0804	332681	344421	332681	121696703	88.31	592948
s0805	398802	414629	398802	146110932	111.78	617624
s0806	292147	305464	292147	107027402	74.62	557388
s0807	201792	207296	201792	73645778	42.2	286156
s0808	355981	370558	355981	130377666	42.82	536548
s0809	242335	248923	242335	88443697	57.17	276264
s0810	211172	217378	211172	77106800	23.17	296236
s0811	228578	236101	228578	83459987	80.16	2839760
s0812	194191	198923	194191	70790737	38.89	309396
s0813	223106	228607	223106	81335306	73.78	817856
s0814	350163	365777	350163	128282203	76.49	485428
s0815	287558	300258	287558	105311706	37.51	418772
s0816	343823	358646	343823	125749901	57.35	528344
s0817	321752	336550	321752	117684944	76.45	542436
s0818	159271	165084	159271	58093582	65.38	592664
s0819	329573	341615	329573	120339889	63.71	574520
s0820	446586	472810	446586	163947336	205.86	587532
s0821	413986	435269	413986	151696420	54.69	619480
s0822	372591	389084	372591	136257255	126.67	368096
s0823	263295	270210	263295	96009002	53.81	313168
s0824	425743	451502	425743	156405162	93.14	490172
s0825	332852	344629	332852	121760716	62.31	399572
s0826	248104	257925	248104	90762728	81.95	757804
s0827	279512	290252	279512	102243889	70.57	453996
s0828	216610	222595	216610	79069479	99.1	249496
s0829	250276	258117	250276	91438072	52.77	320208
s0830	330460	341671	330460	120880072	50.71	373988
s0831	385646	407073	385646	141437221	82.32	514108
s0832	415179	442175	415179	152248516	78.97	441156
s0833	405096	422686	405096	148153816	58.15	414380
s0834	140183	142824	140183	51051581	31.27	330652
s0835	511534	535622	511534	187141951	115.93	546988
s0836	484958	516342	484958	177757332	134.04	699632
s0837	465040	489175	465040	170187530	85.34	566492
s0838	296520	306430	296520	108201117	50.27	317240
s0839	553065	584578	553065	202596129	96.54	546008
s0840	721828	773274	721828	265027715	127.23	656852
s0841	353649	370399	353649	129428231	74.96	539540
s0842	425231	442124	425231	155656334	69.28	579860
s0843	609175	658086	609175	223723373	312.44	1624748
s0844	319089	333716	319089	116665179	135.01	573924
s0845	267868	276615	267868	97695510	38.08	382460
s0846	344767	360700	344767	126197662	34.69	367508
s0847	405982	424289	405982	148560347	57.62	388680
s0848	456580	476250	456580	166802163	60.53	487916
s0849	343751	359640	343751	125880841	58.52	329312
s0850	342331	355984	342331	125145850	101.59	644168
s0851	484983	504202	484983	177266536	44.63	536696
s0852	359225	371271	359225	131281957	36.64	404256
s0853	297885	308985	297885	108767978	57.36	513888
s0854	651576	701584	651576	239374042	143.53	673208
s0855	328389	337937	328389	119937535	50.02	310204
s0856	297640	308596	297640	108746946	70.7	408516
s0857	431340	450939	431340	157827340	62.49	551992
s0858	299046	309166	299046	109253673	46.38	384084
s0859	516605	540662	516605	189076405	97.78	511764
s0860	430800	459508	430800	158081452	87.88	711160
s0861	533253	563907	533253	195320783	88.91	481164
s0862	434904	459034	434904	159491968	75.27	396832
s0863	445032	462580	445032	162724929	75.43	464928
s0864	297221	306940	297221	108467690	56.37	470044
s0865	262456	273328	262456	95958910	94.41	447292
s0866	288738	299881	288738	105584380	63.6	517504
s0867	500692	525316	500692	183334035	88.88	441340
s0868	327210	295748	327210	119556034	106.05	434220
s0869	209613	221719	209613	76781194	79.07	460768
s0870	271310	280150	271310	99161268	52.84	364140
s0871	358686	377909	358686	130990701	47.49	728160
s0872	416628	439352	416628	152325820	41.7	461376
s0873	614019	649447	614019	224308270	81.74	422416
s0874	269278	280009	269278	98463757	99.16	477988
s0875	214010	221006	214010	78098631	47.15	270984
s0876	653748	699200	653748	239038568	63.07	604884
s0877	551357	593971	551357	201706034	72.97	396904
s0878	550997	620061	550997	202729353	66.55	459112
s0879	927410	1043171	927410	341216128	141.37	551428
s0880	895610	1003571	895610	329719746	62.25	487524
s0881	1408972	1587190	1408972	519853928	432.91	590384
s0882	1236512	1406312	1236512	456083002	168.74	663920
s0883	288332	300314	288332	105500368	69.59	839704
s0884	337371	349788	337371	123234349	124.05	3193172
s0885	122717	126892	122717	44626792	119.39	1970804
s0886	159540	163327	159540	58069313	45.97	1646272
s0887	180938	187363	180938	65969382	152.27	1646304
s0888	147947	151478	147947	53783297	57.2	1773552
s0889	394218	413158	394218	144422111	85.53	969180
s0890	145457	134894	145457	52914307	39.58	996760
s0891	277225	286272	277225	101252264	149.78	5342040
s0892	166426	171230	166426	60562488	34.34	1107504
s0893	265843	275763	265843	97127249	62.22	2746132
s0894	392830	414043	392830	143927120	81.99	1983412
s0895	285544	295774	285544	104330547	156.76	2249152
s0896	370725	386725	370725	135810340	75.76	2002132
s0897	223055	229518	223055	81351367	38.95	544360
s0898	345068	359696	345068	126157985	61.54	561056
s0899	281691	291408	281691	102836525	55.14	2835376
s0900	301288	313184	301288	110010648	94.08	2530088
s0901	360048	377108	360048	131771908	81.69	2666184
s0902	262361	270788	262361	95782693	78.19	2275164
s0903	369630	385055	369630	135296018	93.5	2185916
s0904	234765	242690	234765	85600971	61.92	1545544
s0905	365722	384563	365722	134156757	91.62	4085352
s0906	321791	332307	321791	117422047	105.19	2755100
s0907	227557	235606	227557	82964084	78.2	1879668
s0908	307155	320376	307155	112229477	59.45	1588984
s0909	251215	259999	251215	91819310	63.64	2590796
s0910	306254	317422	306254	111788266	113.9	2251704
s0911	284580	295899	284580	104164435	136.89	3276072
s0912	287332	296619	287332	104933717	121.09	4016252
s0913	387867	403141	387867	142018798	65.32	2214560
s0914	659648	724829	659648	240440647	90.63	2522076
s0915	239192	248143	239192	87235317	80.03	3564572
s0916	407164	427676	407164	149074191	83.76	2062960
s0917	383997	404855	383997	140412348	438.93	6896436
s0918	575420	609862	575420	210546617	109.51	2149320
s0919	247735	253916	247735	90117050	141.23	3476612
s0920	143203	146612	143203	52090184	149.04	4368632
s0921	279701	289741	279701	102025374	41.03	1500296
s0922	275119	283914	275119	100459133	77.72	1948244
s0923	259060	267476	259060	94606275	93.31	2299592
s0924	568514	621321	568514	207699095	128.13	4529524
s0925	438339	465951	438339	161041807	112.88	3887852
s0926	270167	280310	270167	98813797	65.36	2208236
s0927	328558	346833	328558	120314130	109.67	3092520
s0928	342336	359982	342336	125281328	75.97	1833492
s0929	360059	374938	360059	131541038	86.24	2226728
s0930	292800	304411	292800	106865194	59.06	1548276
s0931	198548	203150	198548	72279961	152.45	4242460
s0932	440332	467351	440332	161600667	64.73	2096868
s0933	347846	362525	347846	127410602	77.52	2355048
s0934	368622	387623	368622	135137328	106.42	2885088
s0935	743224	822972	743224	273140492	86.85	3524700
s0936	355798	372441	355798	130284144	79.06	2452912
s0937	403002	425935	403002	147611547	86.45	2134288
s0938	678072	741600	678072	249043337	136.21	2870768
s0939	262901	272526	262901	95909333	71.14	1835384
s0940	530247	561961	530247	194074881	207.25	5882556
s0941	276859	288817	276859	101340385	88.29	2543980
s0942	1445686	1595821	1445686	532401282	230.62	3326368
s0943	227302	235106	227302	82811772	111.81	3135060
s0944	296825	311318	296825	108537903	143.74	2371052
s0945	382080	404884	382080	140065128	52.3	2232616
s0946	175807	181059	175807	64092445	94.49	2759732
s0947	303167	314765	303167	110707582	78.29	1853008
s0948	335017	349765	335017	122561260	42.37	943244
s0949	271282	281121	271282	99053340	58.73	1686228
s0950	261274	270422	261274	95395192	59.2	799228
s0951	238677	248478	238677	87197982	62.6	1793644
s0952	183275	183558	183275	66875479	43.14	956860
s0953	291479	304478	291479	106665382	62.12	903384
s0954	332515	348444	332515	121556464	72.16	2125072
s0955	217604	226127	217604	79381821	187.69	4175164
s0956	272580	284169	272580	99673291	63.65	2756920
s0957	185995	193580	185995	67988339	63.81	2061004
s0958	323205	341301	323205	118578802	98.65	3332208
s0959	84574	86226	84574	30713857	33.63	3076900
s0960	407043	432423	407043	149343961	116.49	3380768
s0961	321273	336715	321273	117499526	166.31	2674756
s0962	335898	350136	335898	123036336	109.59	2251968
s0963	421313	440699	421313	154039709	194.0	1951244
s0964	516710	554262	516710	189939543	124.69	3866396
s0965	264948	274743	264948	96612378	55.73	1845084
s0966	305238	318809	305238	111795727	83.75	3057216
s0967	273363	282304	273363	99702992	68.98	1438584
s0968	345294	360603	345294	126220848	77.61	1674812
s0969	274342	284673	274342	100230806	69.95	1148436
s0970	259356	273487	259356	94828902	139.23	3521908
s0971	132087	136089	132087	48084788	74.91	2674176
s0972	167465	171815	167465	60940802	79.8	1842228
s0973	308683	322323	308683	112931345	75.37	1746904
s0974	355587	369388	355587	130115666	99.09	2010796
s0975	235099	242749	235099	85676322	63.44	1076056
s0976	278074	287642	278074	101538647	61.33	1263204
s0977	310326	320861	310326	113314761	94.27	2406180
s0978	398960	420343	398960	146288164	113.94	3890800
s0979	317673	331714	317673	116105747	68.03	1538788
s0980	197173	202374	197173	71826291	31.26	2069324
s0981	275185	285791	275185	100503353	70.26	2088124
s0982	356349	370291	356349	130257569	66.61	1337140
s0983	510348	538123	510348	187098375	101.17	3685996
s0984	179940	184503	179940	65539341	30.79	1315664
s0985	599694	638321	599694	219200490	55.78	2217736
s0986	419499	438704	419499	153691052	78.97	1989196
s0987	307972	321342	307972	112596898	77.1	1584284
s0988	387151	406605	387151	142010510	116.94	2562120
s0989	363250	378431	363250	132919776	70.09	2905656
s0990	227283	234412	227283	82899038	55.99	1364468
s0991	339731	363384	339731	124083737	64.4	1899392
s0992	389026	406828	389026	142594222	78.56	4198472
s0993	393813	413194	393813	144392866	108.18	2696984
s0994	44924	45450	44924	16265348	58.78	2088728
s0995	289471	298698	289471	105665303	60.93	3126820
s0996	245199	252798	245199	89427874	86.43	2110328
s0997	359365	373377	359365	131415776	145.06	4443484
s0998	219484	227271	219484	80113914	79.54	3335908
s0999	325260	337931	325260	118900357	50.42	3042336
s1000	332403	348606	332403	121572650	79.5	1683748
s1001	235738	244912	235738	86098643	61.79	1542924
s1002	350928	366795	350928	128507366	75.16	2132724
s1003	254931	264762	254931	93269182	60.24	1023164
s1004	189621	194727	189621	69125900	44.15	887592
s1005	282363	292502	282363	103098002	60.21	1446300
s1006	299366	314739	299366	109556655	72.86	1808740
s1007	298444	309220	298444	109002035	66.66	1692560
s1008	342879	357453	342879	125574465	79.83	2224616
s1009	641706	685819	641706	235763606	148.99	3821280
s1010	187904	194255	187904	68579549	85.8	3080316
s1011	664030	704080	664030	243129853	120.11	2421760
s1012	234268	241113	234268	85466271	72.39	2137976
s1013	500405	527221	500405	183512860	63.7	1862940
s1014	686862	733153	686862	251902859	145.42	3008592
s1015	202847	199996	202847	73974865	90.59	2071612
s1016	305076	320638	305076	111816845	92.11	2523988
s1017	208408	212740	208408	75865477	88.18	2459452
s1018	319305	332323	319305	116619410	71.84	2000256
s1019	340519	353727	340519	124587074	75.37	2286668
s1020	322502	335507	322502	117839409	74.59	1962280
s1021	357050	374707	357050	130877865	75.16	2012180
s1022	726538	795877	726538	266946281	185.8	3358668
s1023	1014226	1137648	1014226	373327974	196.65	3908644
s1024	246073	257652	246073	89884369	60.47	2493500
s1025	680089	733699	680089	249398439	78.9	2691132
s1026	347993	365080	347993	127335197	96.98	2686092
s1027	292014	302287	292014	106700158	85.06	2398484
s1028	138870	142256	138870	50521433	47.47	2276012
s1029	295211	307008	295211	108006273	72.03	1522372
s1030	389335	408120	389335	142689923	107.92	3136784
s1031	300161	314507	300161	109887677	109.37	2407588
s1032	211857	219066	211857	77215963	56.86	1986352
s1033	330811	346014	330811	121148847	96.39	3057284
s1034	369336	370867	369336	135152826	87.6	3461672
s1035	471508	499686	471508	172473723	84.89	2492480
s1036	122805	126101	122805	44604091	58.97	1280112
s1037	271797	281488	271797	99304875	64.05	1774816
s1038	386676	403254	386676	141404513	82.53	2953940
s1039	336855	350342	336855	123230036	96.53	3001072
s1040	343647	358392	343647	125684431	102.27	2578952
s1041	95734	97913	95734	34789592	105.99	3741864
s1042	260635	271099	260635	95253730	78.4	1652936
s1043	258880	270823	258880	94687791	64.15	1496340
s1044	273976	284597	273976	100095030	60.97	1363820
s1045	316741	330907	316741	115640718	79.98	1723644
s1046	194042	199867	194042	70743031	44.26	1882920
s1047	288603	302950	288603	105420411	71.66	1714076
s1048	200667	209192	200667	73315793	49.71	1398592
s1049	154088	157754	154088	56116100	114.08	3013568
s1050	311250	324041	311250	113619451	57.98	1826652
s1051	117334	120878	117334	42712157	124.58	3552520
s1052	175274	181637	175274	63946284	102.93	2937212
s1053	149804	155285	149804	54643518	95.31	4527948
s1054	279082	289728	279082	101688775	59.44	1375972
s1055	223211	232468	223211	81414964	68.07	1664516
s1056	253715	264785	253715	92723072	80.97	2039444
s1057	252248	262250	252248	92132986	90.28	1825356
s1058	152576	155842	152576	55470305	50.14	1275564
s1059	193757	199209	193757	70604035	51.13	1413204
s1060	111291	113412	111291	40375756	66.96	3686020
s1061	253726	262563	253726	92471592	50.63	1505532
s1062	307940	322570	307940	112680514	43.2	1651684
s1063	170851	175960	170851	62203461	58.58	1868428
s1064	343821	360842	343821	125914894	72.09	2296020
s1065	262428	270680	262428	95783325	65.75	2295252
s1066	352648	373339	352648	129288783	81.14	1790948
s1067	378998	401859	378998	138838901	92.97	1868964
s1068	290828	302961	290828	106333150	74.89	1911136
s1069	238281	246742	238281	86995970	64.7	1760764
s1070	51807	52717	51807	18732800	44.01	1883512
s1071	277416	289010	277416	101561805	133.57	3122632
s1072	127776	131458	127776	46488622	79.94	2496136
s1073	300614	314025	300614	109980486	57.07	2363656
s1074	113103	115937	113103	41096477	147.72	3672172
s1075	450493	477706	450493	165525699	120.41	3733244
s1076	65977	67585	65977	23908614	55.05	2970508
s1077	267993	279765	267993	97826218	64.66	1209820
s1078	234900	245561	234900	85884295	78.73	1803336
s1079	144894	150023	144894	52845588	151.09	4543872
s1080	316815	334766	316815	115862883	80.44	1915304
s1081	118432	120974	118432	42995967	65.84	2369892
s1082	260315	269192	260315	94915964	47.44	1183952
s1083	268655	284055	268655	98278243	61.7	2061792
s1084	331471	345428	331471	121253356	37.7	2137844
s1085	316031	329942	316031	115446850	73.47	1747016
s1086	74121	76195	74121	26915933	59.73	2174228
s1087	250526	261039	250526	91507474	74.22	2072116
s1088	191821	200163	191821	70001570	85.12	4303520
s1089	269502	281354	269502	98405705	94.92	1841844
s1090	60194	61333	60194	21795641	82.27	3299080
s1091	297233	309301	297233	108650859	70.09	1725000
s1092	153226	158231	153226	55821919	47.4	1952532
s1093	317626	329359	317626	116188067	81.53	677812
s1094	215418	220821	215418	78598537	31.73	332096
s1095	223544	230246	223544	81745100	61.93	582856
s1096	267220	276716	267220	97709710	90.94	436564
s1097	427887	446785	427887	157014928	91.15	798864
s1098	339532	350281	339532	124274755	61.21	505660
s1099	322934	337474	322934	118527547	141.14	1009124
s1100	239450	246642	239450	87437513	91.37	412232
s1101	255720	262906	255720	93364177	58.38	355720
s1102	214580	222380	214580	78422466	58.68	516824
s1103	373829	391124	373829	137154931	92.68	485172
s1104	214824	222518	214824	78480546	118.76	465428
s1105	423895	446992	423895	155870889	123.06	802820
s1106	326672	337809	326672	119531521	75.48	538856
s1107	307116	318253	307116	112412874	71.46	595204
s1108	365670	377913	365670	133906996	78.4	570608
s1109	308489	321986	308489	112948105	47.86	725732
s1110	284101	292335	284101	103782114	63.96	815296
s1111	315815	325029	315815	115561643	62.09	483224
s1112	126960	130686	126960	46071681	73.72	329532
s1113	410018	428262	410018	150420287	92.49	917732
s1114	144006	147536	144006	52400544	42.01	741244
s1115	256436	264102	256436	93664036	59.31	1005948
s1116	276926	285944	276926	101324673	63.57	703884
s1117	273129	282561	273129	99864427	128.94	516840
s1118	237024	246123	237024	86700141	166.81	586244
s1119	297113	305617	297113	108629999	36.98	425488
s1120	281690	290103	281690	102955242	55.6	433892
